,Producto,Marca,Cantidad(g),Caloria(kcal),Grasa(g),Carbohidrato(g),Proteina(g)
2389,Ñoquis de Papa,La Anónima,por 100 ,207,1.2,44.0,4.8
2390,Paté de Foie,La Negra,10 ,23,1.3,0.7,1.3
2391,Dulce de Mosqueta,Cabaña Mico,20 ,55,0.0,13.7,0.0
2392,Formitas de Pollo,Lucchetti,130 ,317,13.0,31.0,18.0
2393,Helado de Chocolate,Felices las Vacas,60 ,129,7.0,13.0,4.0
2394,Crema de Leche,Lechelita,15ml ,50,5.2,0.4,0.2
2395,Semillas de Quinoa,Genser,15 ,52,0.6,10.0,1.6
2396,Mermelada de Frutilla,Grido,20 ,53,0.1,13.0,0.1
2397,Alfajor de Arroz,Felices las Vacas,25 ,116,5.2,16.0,1.4
2398,Yogur de Frutilla,Quimya,170 ,168,5.5,29.0,0.7
2399,Mousse de Chocolate ,Arcor,25 ,129,8.9,11.0,0.8
2400,Magdalena de Vainilla,Dulcypas,25 ,100,4.6,13.0,1.3
2401,Cabello de Angel,Arcor,80 ,261,0.6,55.0,9.0
2402,Salsa de Frutilla,Dos Anclas,12 ,30,0.0,7.5,0.0
2403,Semillas de Chía,Natural Seed,15 ,60,4.9,0.6,3.5
2404,Pan de Hamburguesa,D&D,50 ,131,26.0,24.0,34.0
2405,Tortilla de Trigo,Carrefour,40 ,104,2.8,17.0,3.2
2406,Ñoquis de Espinaca,Dia,por 100 ,193,2.9,35.0,6.2
2407,Medallon de Carne,Acuenta,80 ,203,18.0,0.0,11.0
2408,Snack de Arroz,Nat,25 ,91,1.3,18.0,1.7
2409,Milanesas de Choclo,San Silvestre,80 ,153,0.0,34.0,4.3
2410,Mermelada de Higo,Cuarto Creciente,20 ,14,0.02,3.4,0.1
2411,Harina de Quinoa,Yin Yang,50 ,181,2.9,30.0,7.2
2412,Flan de Vainilla,Royal,7 ,26,0.0,6.3,0.0
2413,Galletitas de Agua,Marolio,30 ,134,4.5,20.0,4.0
2414,Dulce De Almendra,Green Food Makers,20 ,80,4.5,8.9,1.0
2415,Yogur de Coco,Quimya,170 ,157,9.0,18.0,1.1
2416,Chips de Banana,El Peoncito,15 ,78,5.1,8.7,1.0
2417,Postre de Mani,Carrefour,30 ,162,8.7,17.0,3.9
2418,Semillas de Quinoa,Yin Yang,45 ,163,2.9,27.0,7.2
2419,Ravioles de Verdura,Tapa Mania,por 100 ,216,0.7,44.0,8.0
2420,Tostadas de Arroz,Cuisine & Co,30 ,116,0.0,24.0,2.0
2421,Triangulitos de Hojaldre,Bonafide,30 ,145,7.4,17.0,2.7
2422,Alfajor de Fruta,Sol Serrano,30 ,120,2.6,23.0,1.1
2423,Leche de Avena,Biba,200ml ,72,4.0,8.0,1.0
2424,Puré de Tomates,Bon Mar,60 ,17,0.0,3.6,0.8
2425,Dulce de Leche,Cooperativa,20 ,61,1.3,11.0,1.3
2426,Harina de Arvejas,Dicomere,50 ,171,0.6,30.0,13.0
2427,Dulce de Quinoa,Cuarto Creciente,20 ,40,0.2,9.0,0.4
2428,Leche de Quinoa,Biba,200ml ,44,0.0,7.7,3.2
2429,Pure de Tomate ,Vigente,60 ,20,0.0,3.2,1.1
2430,Toques de Garbanzo,Casa Vegana,24 ,78,4.2,8.2,2.1
2431,Tostadas de Mesa,Paseo,25 ,97,1.1,18.0,3.7
2432,Quesadilla de Carne,Cormillot,220 ,343,16.7,24.0,25.6
2433,Milanesa de Soja,Frioteka,80 ,298,10.0,32.0,20.6
2434,Mermelada de Tomate,La Campagnola,20 ,54,0.0,14.0,0.0
2435,Alfajor de Chocolate,Sol Serrano,30 ,140,4.5,23.0,2.4
2436,Puré de Tomates,S&P,60 ,17,0.0,3.6,0.8
2437,Pasta de Maní,Croppers,20 ,120,10.0,2.2,5.2
2438,Puré de Papas,Mamá Cocina,26 ,118,1.1,16.0,2.0
2439,Medallón de Pollo,Brava,55 ,77,3.0,5.0,8.0
2440,Crema de Leche,Carrefour,15 ,54,6.0,0.0,0.0
2441,Fideos de Espinaca ,Molto,80 ,241,1.2,49.0,8.6
2442,Fideos de Espinaca,Don Vicente,80 ,280,2.3,55.0,9.9
2443,Semillas de Girasol,Genser,15 ,89,7.7,1.8,3.0
2444,Galletitas de Agua,Don Fadega,35 ,192,3.0,25.0,4.0
2445,Alfajor de Semillas,Havanna,55 ,185,5.7,29.0,4.1
2446,Picadillo de Carne,Paladini,10 ,19,1.2,0.5,1.2
2447,Hamburguesa de Espinaca,Frizata,115 ,176,11.0,7.3,12.0
2448,Crema de Caju,Vivet,30 ,76,7.0,2.0,2.0
2449,Medallones de Pollo,Carrefour,65 ,127,6.1,9.5,8.5
2450,Boquitas de Limón,Nevares,30 ,138,5.1,21.0,2.0
2451,Jugo de Naranja,Carrefour,200ml ,51,0.0,11.0,0.8
2452,Puré de Papas,Jumbo,25 ,85,0.0,19.0,2.0
2453,Mermelada de Frutilla,Dia,20 ,52,0.0,13.0,0.0
2454,Alfajor de Maicena,Felices las Vacas,75 ,279,15.0,25.0,11.0
2455,Salsa de Soja,Tahití,10 ,6,0.0,1.1,0.0
2456,Dulce de Leche,Cremigal,20 ,65,1.8,11.0,1.2
2457,Galletas de Arroz,Nat,30 ,98,0.5,21.0,2.0
2458,Albúmina de Huevo,Dicomere,4 ,15,0.0,0.2,3.3
2459,Porotos de Soja,La Egipciana,60 ,245,8.7,20.0,19.0
2460,Dulce de Leche,Armonia,20 ,59,0.7,13.0,0.5
2461,Galletitas de Coco,Válido,30 ,151,6.3,20.9,2.2
2462,Dulce de Leche,Great Value,20 ,65,1.3,12.0,1.3
2463,Mantequilla de Maní ,Nina,15 ,88,7.5,2.5,4.2
2464,Harina de Maiz,Morixe,50 ,183,0.8,40.0,3.6
2465,Copos de Maiz,Marolio,30 ,106,1.1,22.0,2.3
2466,Leche de Maní,Vrink,200ml ,50,2.2,6.4,1.0
2467,Milanesa de Soja,Dimax,69 ,165,3.0,29.0,5.0
2468,Galletas de Salvado,Hogareñas,29 ,123,3.9,19.0,3.1
2469,Pan de Pancho,Romero,35 ,93,0.5,19.3,2.7
2470,Dulce de Frambuesa,Patagonia,20 ,53,0.0,13.0,0.0
2471,Bombones de Chocolate,Del Turista,25 ,117,6.6,13.0,1.5
2472,Harina de Soja,Valle Imperial,50 ,141,0.6,10.4,23.5
2473,Mantequilla de Maní,Beepure,17 ,87,7.4,1.5,3.7
2474,Aceite de Girasol,Marolio,13ml ,107,12.0,0.0,0.0
2475,Untable de Almendras,Felices las Vacas,20 ,62,1.5,11.0,1.5
2476,Mermelada de Durazno,Noel,por 100 ,142,0.0,33.0,0.0
2477,Bocadito De Chocolate,Alfa Pampa,30 ,111,4.05,16.8,1.8
2478,Aceite de Oliva ,La Toscana,13ml ,108,12.0,0.0,0.0
2479,Nevada de Chocolinas,Cofler,28 ,154,9.0,16.0,2.3
2480,Wok de Ave,Smart Menu,300 ,227,7.0,23.0,18.0
2481,Mermelada de Arándano,Dia,20 ,50,0.0,13.0,0.0
2482,Mermelada de Higo,Raulito,20 ,60,0.0,15.0,0.0
2483,Barra de Arroz,Sin Culpa,14 ,69,3.4,9.0,0.7
2484,Mix de Semillas,Green Mills,50 ,149,4.6,23.0,4.5
2485,Aceite de Oliva ,Abedul,8ml ,72,8.0,0.0,0.0
2486,Dulce de Leche,Opi,20 ,64,1.4,12.0,1.3
2487,Crocantes de Cereal ,Vigorem,56 ,206,0.9,47.6,1.9
2488,Patitas de Pollo,La Blanca,130 ,360,14.0,33.0,25.0
2489,Crema de Verduras ,Ysonut,por 100 ,94,1.1,3.0,18.0
2490,Pizzeta de Tomate ,COTO,por 100 ,123,1.3,23.0,3.0
2491,Barra de Cereales,Fitfruits,40 ,120,0.0,26.0,1.3
2492,Bagel de Salmon,Green Eat,por 1 porcion ,463,16.0,55.0,23.0
2493,Aceite de Girasol,Molto,13ml ,108,12.0,0.0,0.0
2494,Fajitas de Queso ,Tía Maruca,30 ,146,6.8,18.0,3.0
2495,Picadillo de Carne,S&P,10 ,17,1.2,0.5,1.1
2496,Pan de Hamburguesa,Dimax,65 ,157,4.0,26.0,4.0
2497,Pan de Mesa,Dia,50 ,119,1.4,22.0,4.5
2498,Pepas de Membrillo,Murke,30 ,102,3.3,16.7,1.3
2499,Medallón de Remolacha ,Veggieland,90 ,109,3.0,17.0,2.9
2500,Pan de Salvado,Facilitas,50 ,112,1.1,21.0,3.9
2501,Garrapiñadas de Maní,Bonafide,por 25 unidades ,115,4.4,16.0,2.4
2502,Pan De Queso,Starbucks,45 ,157,6.0,21.0,3.0
2503,Alfajor de Membrillo ,Un Rincon Vegano,80 ,272,7.0,50.0,2.0
2504,Mermelada de Durazno,Caroyense,20 ,53,0.0,13.0,0.1
2505,Galletitas de Vainilla,Santa María,30 ,138,5.1,22.0,0.9
2506,Mantequilla de Maní ,Le-Fit,15 ,87,7.5,0.9,4.0
2507,Alfajor de Chocolate,Chocoleit,50 ,171,4.5,26.0,6.5
2508,Crema de Leche,Tonadita,15 ,50,5.0,0.0,0.5
2509,Cintitas de Avena,3 Arroyos,30 ,127,4.1,19.0,2.7
2510,Barra de Arroz,Farmacity,12 ,48,2.0,7.0,0.6
2511,Picadillo de Carne ,Dia,10 ,18,1.4,0.5,1.1
2512,Alfajor de Membrillo,La Quinta,45 ,137,2.6,26.0,3.0
2513,Ganador de Peso ,Star Nutrition,90 ,370,2.0,60.0,25.0
2514,Tostadas de Arroz,Carrefour,34 ,122,0.0,28.0,2.4
2515,Cubanitos de Arroz ,Lulemuu,15 ,86,5.5,8.1,0.9
2516,Crocantes de Semillas ,Vigorem,45 ,236,11.6,18.5,12.8
2517,Puré de Zapallo,Vea,25 ,88,0.0,20.0,2.0
2518,Ñoquis de Espinaca,Vegetalex,por 100 ,202,3.3,39.0,4.1
2519,Alfajor de Arroz,Nat,22 ,96,5.2,12.0,0.4
2520,Wok de Vegetales ,Maglia,por 100 ,53,0.9,8.3,3.0
2521,Tarta de Pollo,My Urban Food,250 ,317,8.4,22.4,38.0
2522,Salsa de Caramelo,Dos Anclas,12 ,34,0.0,8.6,0.0
2523,Chips de Chocolate,Natuzen,por 100 ,438,19.0,63.0,4.5
2524,Tostadas de Arroz,Primer Precio,30 ,116,0.0,24.0,2.0
2525,Barra de Cereal,Nani ,25 ,56,0.4,12.0,1.1
2526,Tostadas de Arroz ,La Anónima,30 ,116,0.0,24.0,3.0
2527,Hamburguesa de Pollo,The Healthy Kitchen,por 100 ,80,1.0,0.6,17.0
2528,Hamburguesa de Garbanzos,Via Veg,80 ,159,1.7,22.0,9.0
2529,Fuet de Tandil,Cagnoli,40 ,181,15.0,0.9,9.9
2530,Mix de Semillas,Don Satur,30 ,139,6.0,18.0,3.3
2531,Alfajor de Chocolate,Balcarce,54 ,212,8.2,31.0,3.5
2532,Semillas de Sésamo ,Sturla,15 ,92,7.5,3.5,2.7
2533,Pasta de Mani,Grandiet,20 ,160,10.0,2.4,5.3
2534,Pate de Foie,Swift,10 ,22,2.0,0.0,1.0
2535,Turrón de Maní,ATB,25 ,110,4.8,15.0,1.6
2536,Milanesas de Arvejas,San Silvestre,80 ,105,1.2,17.0,6.5
2537,Dulce de Zapallo,Carrefour,40 ,112,0.0,27.0,0.0
2538,Harina de Algarroba ,Yin Yang,50 ,160,0.7,37.0,1.1
2539,Hamburguesa de Verdura ,Vegetalex,75 ,72,0.0,14.0,2.3
2540,Barrita de Cereal,Havanna,28 ,108,3.3,14.0,2.4
2541,Mermelada de Frutilla ,Carrefour,20 ,54,0.0,13.0,0.0
2542,Triángulitos de Hojaldre,Tía Maruca,por 100 ,151,7.0,18.0,2.4
2543,Mermelada de Zapallo ,Dulcor,20 ,54,0.0,13.0,0.0
2544,Mermelada de Damasco,BC,20 ,30,0.0,7.5,0.0
2545,Copos de Maiz,La Anónima,30 ,115,0.0,26.0,2.0
2546,Gelatina de Durazno,Royal,120 ,18,0.0,2.3,1.5
2547,Chupín de Pescado,Cormillot,210 ,244,5.4,18.0,30.6
2548,Moldeado de Pollo,Cormillot,290 ,333,9.5,33.0,32.1
2549,Salsa de Frutilla,Tahití,10 ,101,0.0,26.0,0.0
2550,Yogubar De Arroz,Gallo,20 ,89,4.6,13.0,1.0
2551,Alfajor de Maní ,Un Rincon Vegano,80 ,317,14.0,44.5,2.5
2552,Leche de Almendras,AdeS,200ml ,50,2.2,6.6,0.8
2553,Milanesa de Soja,Sadia,83 ,212,7.4,26.0,9.9
2554,Leche de Coco,Green Food Makers,200ml ,62,6.1,0.0,1.0
2555,Tostadas de Salvado,Manieri,35 ,114,0.6,22.0,3.9
2556,Mermelada de Damasco,La Campagnola,20 ,52,0.0,13.0,0.0
2557,Puré de Papas,Maggi,25 ,88,0.0,20.0,2.1
2558,Leche de Soja,AdeS,200ml ,80,3.0,8.0,5.2
2559,Mermelada de Durazno,Arcor,20 ,56,0.0,14.0,0.0
2560,Aceite de Oliva,Nucete,13ml ,117,13.0,0.0,0.0
2561,Copos de Maíz,Granix,31 ,112,0.0,26.0,2.1
2562,Crocante de Maní,Arcor,20 ,88,6.3,4.6,3.3
2563,Pan de Gluten ,El Germano ,50 ,91,0.3,14.25,7.6
2564,Jugo de Ciruela,BC,200ml ,40,0.0,10.0,0.4
2565,Galletitas de Coco,Ceral,30 ,73,1.5,13.0,1.8
2566,Pochoclo de Pollo,Granja Tres Arroyos,72 ,127,6.2,5.3,13.0
2567,Alfajor de Arroz,Successo,25 ,120,6.6,14.0,1.0
2568,Galletas de Arroz,Express,32 ,116,0.0,26.0,2.6
2569,Quadritos de Avena,Quaker,37 ,145,1.7,29.0,4.1
2570,Puré de Papas,Knorr,21 ,65,0.0,14.0,1.9
2571,Flan de Vainilla,Ser,105 ,105,0.5,21.0,4.0
2572,Caldo de Verduras,Knorr,5 ,15,1.1,1.0,0.0
2573,Mermelada de Frambuesa,BC,20 ,30,0.0,7.3,0.0
2574,Supremitas de Pollo,Sadia,130 ,289,16.0,18.0,18.0
2575,Dulce de Leche,Ilolay,20 ,61,1.3,11.0,1.4
2576,Galletas de Miel,Tosh,30 ,120,3.0,21.0,2.0
2577,Maikitos de Queso,Nikitos,25 ,119,7.4,16.4,1.7
2578,Mermelada de Durazno,Noel,20 ,52,0.0,13.0,0.0
2579,Galletas de Arroz,Tía Maruca,30 ,113,0.9,23.0,2.9
2580,Milanesa de Soja,Granja del Sol,80 ,232,10.0,26.0,9.9
2581,Milanesas de Soja,Dia,75 ,188,3.2,31.0,9.0
2582,Milanesa de Soja,Mi Soja,por 100 ,328,6.4,48.8,19.0
2583,Croquetas de Brocoli,Granja del Sol,80 ,194,8.5,23.0,6.1
2584,Copos de Maíz,3 Arroyos,30 ,115,0.3,26.0,2.0
2585,Bondiola de Cerdo,COTO,por 100 ,260,21.1,0.0,16.1
2586,Tortilla de Espinaca,Mondo Frizzatta,94 ,90,1.8,10.0,8.1
2587,Crema de Leche,La Serenísima,15ml ,51,5.4,0.0,0.0
2588,Medallones de Merluza,Granja del Sol,128 ,247,9.7,26.0,14.0
2589,Caldo de Carne,Bon Wert,5 ,12,0.0,2.0,0.7
2590,Bocaditos de Pollo,Granja del Sol,130 ,288,16.0,19.0,17.0
2591,Mermelada de Arándano,BC,20 ,30,0.0,7.2,0.0
2592,Semillas De Lino,La Abundancia,15 ,69,5.2,3.3,2.1
2593,Galletas de Gluten,Walmart,por 6 unidades ,131,4.0,19.0,4.0
2594,Mermelada de Ciruela,Dulcor,20 ,53,0.0,13.0,0.0
2595,Galletas de Arroz,Molinos del Bosque,por 100 ,369,1.0,83.0,7.0
2596,Pan de Mesa,Sacaan,50 ,123,1.5,23.0,5.0
2597,Galletitas de Agua,Criollitas,15 ,66,2.0,10.5,1.7
2598,Jalea de Membrillo,BC,20 ,34,0.0,8.5,0.0
2599,Jugo de Durazno,Baggio,200ml ,91,0.0,22.0,0.8
2600,Dulce de Leche,Los Nietitos,20 ,30,0.0,4.7,1.6
2601,Almidón de Maiz,Maizena,20 ,70,0.0,17.0,0.0
2602,Crema de Leche,SanCor,15ml ,43,4.5,0.5,0.3
2603,Dulce de Batata,Esnaola,40 ,97,0.0,24.0,0.0
2604,Galletas de Salvado,Bagley,31 ,133,5.0,18.0,3.6
2605,Bocaditos de Pollo,Swift,130 ,360,14.0,33.0,25.0
2606,Pan de Salvado,Fargo,50 ,123,2.0,20.0,6.7
2607,Galletas de Lino,Granix,29 ,118,3.7,18.0,3.1
2608,Barra de Cereal,Bimbo,23 ,98,3.2,16.0,1.4
2609,Milanesas de Soja,Cormillot,por 100 ,242,3.6,42.0,10.2
2610,Dulce de Leche,Lapataia,20 ,62,1.2,12.0,1.0
2611,Alfajor de Arroz,Body Vida,26 ,112,6.0,14.0,0.5
2612,Medialuna de Manteca,Carrefour,40 ,129,7.3,14.0,2.0
2613,Jugo de Manzana,Tang,200ml ,13,0.0,2.5,0.0
2614,Boca de Dama,Terrabusi,30 ,136,4.8,21.0,1.7
2615,Dulce de Leche,Vacalin,20 ,63,1.4,11.0,1.5
2616,Mermelada de Frutilla,Noel,por 100 ,259,0.0,64.0,0.0
2617,Mayonesa de Soja,Mi Soja,12 ,37,3.7,0.8,0.1
2618,Bastoncitos de Limon,Natuzen,35 ,86,0.6,18.0,1.4
2619,Pan de Campo,COTO,50 ,153,4.3,24.0,3.2
2620,Varitas de Hojaldre,RC ,30 ,151,7.0,18.0,2.43
2621,Bebida de Almendras ,Vitalite,200ml ,39,3.2,1.3,1.3
2622,Milanesa de Lentejas,Via Veg,110 ,212,1.7,41.0,8.1
2623,Manjar de Frutillas,Doña Magdalena,20 ,23,0.0,11.0,0.0
2624,Galleta de Chocolate,Nat,30 ,140,6.9,17.0,2.5
2625,Budín de Pan,COTO,100 ,153,4.7,23.2,5.2
2626,Pan de Mesa,Natural Bread,50 ,102,1.0,21.0,2.8
2627,Alfajor de Maicena,Alfa Pampa,60 ,238,6.94,41.06,3.37
2628,Dulce de Leche,Casanto ,20 ,64,1.7,11.0,1.1
2629,Pan de Papa,Rey Oro ,75 ,201,4.5,34.0,6.0
2630,Galletitas de Agua,La Panerita,30 ,73,4.5,16.0,2.3
2631,Pastel de Papas,Frizzio,200 ,236,10.2,16.2,19.8
2632,Budin de Vainilla,Carrefour,60 ,239,12.0,30.0,3.5
2633,Antojitos de Arroz,Don Marcos,30 ,99,0.0,27.0,2.1
2634,Bizcochos de Grasa,Carrefour,30 ,144,7.2,17.0,2.6
2635,Postre de Maní,Dia,20 ,107,6.0,11.0,2.6
2636,Conserva de Garbanzos,Vigente,130 ,132,2.4,20.0,7.4
2637,Hamburguesa de Cancha,Paty,80 ,208,16.0,0.0,16.0
2638,Polvorones de Limón,Smams,30 ,118,3.4,21.0,0.7
2639,Chips de Choco,Vimar,30 ,140,6.1,20.0,1.9
2640,Bollo de Pizza,COTO,por 100 ,230,3.9,40.0,8.8
2641,Mix de Quinua,Valle Imperial,45 ,168,3.0,31.0,6.0
2642,Dulce de Leche,Cuisine & Co,20 ,66,1.4,12.0,1.3
2643,Dulce de Arándanos,Cabaña Mico,20 ,8,0.0,2.1,0.0
2644,Pate De Foie,La Blanca,10 ,22,2.0,0.0,1.0
2645,Medallones de Verdura,Vegetalex,75 ,72,0.0,14.0,2.3
2646,Milanesa de Arroz,Granja del Sol,83 ,198,10.0,24.0,3.1
2647,Chocobar de Arroz,Gallo,20 ,89,4.9,12.0,1.8
2648,Tostadas de Arroz,Molinos del Bosque,por 100 ,369,1.0,83.0,7.0
2649,Granos de Choclo,Carrefour,130 ,134,0.0,25.0,8.6
2650,Fécula de Mandioca,Carrefour,20 ,70,0.0,17.0,0.0
2651,Mermelada de Durazno,Carrefour,20 ,62,0.0,15.0,0.0
2652,Salsa de Soja,Cocinero,10ml ,0,0.0,0.0,0.0
2653,Milanesa de Nalga,Union Ganadera,130 ,246,5.0,30.0,21.0
2654,Cereal de Trigo,Nikitos,30 ,116,0.0,25.0,0.0
2655,Turrón de Mani,Body Vida,20 ,88,3.0,15.0,1.0
2656,Crema de Leche,Dia,15 ,57,6.0,0.0,0.0
2657,Picadillo de Carne,Carrefour,10 ,19,1.3,0.0,1.2
2658,Crema de Leche,Cotapa,10ml ,36,3.8,0.3,0.2
2659,Dulce de Leche ,Cachafaz,20 ,63,1.4,11.0,1.5
2660,Tarta de Pollo,Cormillot,220 ,307,12.6,20.0,27.6
2661,Pechuga de Pollo,Sadia,por 100 ,111,3.0,0.0,20.9
2662,Crema de Leche,Verónica,15ml ,56,6.0,0.5,0.0
2663,Tapa de Empanada,Mendia,44 ,137,4.8,20.0,3.4
2664,Roll de Canela,Starbucks,por 100 ,408,19.3,54.2,5.4
2665,Jugo de Manzana,AdeS,200 ,44,0.93,7.2,1.2
2666,Bastón de Salvado,Primer Precio,30 ,88,0.0,19.0,3.0
2667,Té de Manzanilla,La Virginia,por 1 taza ,0,0.0,0.0,0.0
2668,Mermelada de Ciruela,Noel,20 ,52,0.0,13.0,0.0
2669,Harina de Arroz,Dimax,50 ,165,1.0,40.0,3.0
2670,Mermelada de Naranja,Marolio,20 ,53,0.0,13.0,0.0
2671,Paté de Atún,Gomes da Costa,10 ,17,1.1,0.0,1.5
2672,Milanesa de Pollo,Union Ganadera,130 ,190,0.4,27.0,19.4
2673,Harina de Arroz,Santa María,por 100 ,366,1.2,80.0,6.0
2674,Semilla de Girasol ,Sturla,15 ,92,7.4,2.8,3.4
2675,Filetes de Anchoitas,Primer Precio,15 ,25,1.1,0.0,3.8
2676,Pétalos de Cereales,Granix,30 ,113,0.2,25.0,2.8
2677,Bastoncitos de Mozzarella,Frizzio,110 ,322,19.0,23.0,15.0
2678,Jugo de Naranja,AdeS,200ml ,44,0.93,7.2,1.2
2679,Paté de Foie,Marolio,10 ,22,1.3,0.7,1.3
2680,Discos de Arroz,Dos Hermanos,25 ,114,4.2,16.0,1.6
2681,Tostadas de Arroz,Leiva,34 ,122,0.0,28.0,2.4
2682,Harina de Garbanzo ,Sturla,60 ,195,5.4,27.0,9.6
2683,Mix de Semillas,El Peoncito,15 ,67,4.7,1.6,5.3
2684,Pasta de Mani,Sytari,15 ,94,7.3,3.0,4.0
2685,Alfajor de Chocolate ,Great Value,40 ,160,5.7,23.0,4.3
2686,Crema de Leche,Tremblay,15ml ,66,7.0,0.4,0.3
2687,Hamburguesa de Pollo,Granja Tres Arroyos,55 ,68,3.1,0.0,10.0
2688,Mermelada de Durazno,BC,20 ,28,0.0,6.8,0.0
2689,Patitas de Pollo,Pollolin,130 ,291,14.0,23.0,18.0
2690,Tarta de Espinaca,Frizzio,175 ,324,18.4,27.6,12.0
2691,Mermelada de Ciruela,Arcor,20 ,55,0.0,13.0,0.0
2692,Turron de Mani Fuente de Fibra,Arcor,25 ,80,2.0,14.0,1.7
2693,Barra de Cereal Torta de Chocolate ,Starbucks,25 ,98,3.1,16.0,1.9
2694,Fideos Secos de Harina de Arroz,Grandiet,80 ,260,0.0,60.0,5.0
2695,Fiambre Cocido de Paleta de Cerdo,La Casona,40 ,41,0.9,2.9,5.3
2696,Magdalenas Rellenas de Dulce de Leche,Tía Maruca,32 ,122,5.7,16.0,2.1
2697,Queso Untable de Castañas de Cajú,Crudda,30 ,87,6.9,4.8,3.0
2698,Puré de Papas de la Huerta,Maggi,25 ,85,0.2,19.0,1.8
2699,Mousse de Dulce de Leche Light,Royal,59 ,55,2.2,6.6,2.1
2700,Galletas de Arroz Mix de Semillas,Cerealsol,30 ,108,1.9,19.0,3.2
2701,Yogur Helado de Dulce de Leche,Karinat,60 ,125,2.0,24.0,2.6
2702,Fiambre Cocido de Pata de Cerdo,Cagnoli,40 ,37,1.5,0.0,14.0
2703,Barra de Cereal Mousse de Chocolate,Quaker,26 ,101,1.6,16.0,1.7
2704,Alfajor de Arroz (Dulce de Leche),Donn,14 ,66,2.7,9.3,1.1
2705,Tableta de Dulce de Leche Suave,Vauquita,22 ,69,0.0,16.1,1.3
2706,Fiambre Cocido de Paleta de Cerdo,Vea,40 ,38,1.2,2.0,4.8
2707,Mantequilla de Maní Dulce de Leche,Le-Fit,15 ,82,6.7,1.6,3.7
2708,Barrita de Arroz Yoghurt de Frutilla,Crowie,12 ,63,3.9,5.9,1.0
2709,Barra de Cereal Pasion de Chocolate,Cereal Mix,26 ,105,3.3,17.0,1.6
